Edad,Sexo,"Nombre del anuncio","Estado de la entrega","Nivel de la entrega",Alcance,Impresiones,Frecuencia,"Configuración de atribución","Tipo de resultado",Resultados,"Importe gastado (USD)","Coste por resultado",Inicio,Fin,"CTR (todos)","CPM (coste por 1000 impresiones)","CPC (Coste por clic en el enlace)","Clics en el enlace",Visualizaciones,"Coste por interacción con la publicación","Tasa de resultados","Clics (todos)","CPC (todos)","Inicio del informe","Fin del informe"
55-64,unknown,"POCO M8 5G: La potencia que estabas esperando!",not_delivering,ad,6,9,1.5,"7 días después del clic o 1 día después de la visualización","Conversaciones con mensajes iniciadas",1,0.03,0.03,2026-01-24,2026-01-31,11.11111111,3.33333333,0.03,1,,0.006,11.11111111,1,0.03,2025-12-01,2026-01-31
55-64,unknown,"Lista Precios 20/01/2026",archived,ad,5,7,1.4,"7 días después del clic o 1 día después de la visualización",,,0.03,,2026-01-21,2026-01-31,14.28571429,4.28571429,0.03,1,,0.01,,1,0.03,2025-12-01,2026-01-31
25-34,unknown,"Lista Precios 20/01/2026",archived,ad,21,36,1.71428571,"7 días después del clic o 1 día después de la visualización",,,0.03,,2026-01-21,2026-01-31,5.55555556,0.83333333,,,,0.00375,,2,0.015,2025-12-01,2026-01-31
35-44,unknown,"top obequios mas pedidos - campaña de Interacción",not_delivering,ad,14,51,3.64285714,"7 días después del clic o 1 día después de la visualización","Interacciones con publicación",2,0.03,0.015,2025-12-18,2025-12-25,3.92156863,0.58823529,,,,0.015,3.92156863,2,0.015,2025-12-01,2026-01-31
35-44,unknown,"Arizon.ai 04 Samsung S25 B Carrusel Samsung Galaxy s25",not_delivering,ad,13,21,1.61538462,"7 días después del clic o 1 día después de la visualización",,,0.03,,2026-01-15,2026-01-22,9.52380952,1.42857143,,,,0.01,,2,0.015,2025-12-01,2026-01-31
18-24,unknown,"Honor X8C, X7D y PLAY 10 - campaña de Interacción",not_delivering,ad,58,77,1.32758621,"7 días después del clic o 1 día después de la visualización","Interacciones con publicación",5,0.03,0.006,2026-01-07,2026-01-14,6.49350649,0.38961039,0.03,1,,0.006,6.49350649,5,0.006,2025-12-01,2026-01-31
45-54,unknown,"Arizon.ai 04 Samsung S25 B Carrusel Samsung Galaxy s25",not_delivering,ad,11,12,1.09090909,"7 días después del clic o 1 día después de la visualización",,,0.03,,2026-01-15,2026-01-22,0,2.5,,,,0.015,,0,,2025-12-01,2026-01-31
25-34,unknown,"El Xiaomi 15T Pro",active,ad,6,10,1.66666667,"7 días después del clic o 1 día después de la visualización",,,0.03,,2026-01-27,2026-02-07,0,3,,,,0.03,,0,,2025-12-01,2026-01-31
35-44,unknown,"Regalos por menos de  150 campaña de Interacción",not_delivering,ad,7,15,2.14285714,"7 días después del clic o 1 día después de la visualización","Interacciones con publicación",3,0.03,0.01,2025-12-06,2025-12-13,20,2,,,,0.01,20,3,0.01,2025-12-01,2026-01-31
55-64,unknown,"Poco M8",not_delivering,ad,2,3,1.5,"7 días después del clic o 1 día después de la visualización",,,0.03,,2026-01-24,2026-01-31,33.33333333,10,,,,0.015,,1,0.03,2025-12-01,2026-01-31
25-34,unknown,"Ecoflow River 2 Pro - campaña de Interacción",not_delivering,ad,32,50,1.5625,"7 días después del clic o 1 día después de la visualización","Interacciones con publicación",5,0.03,0.006,2026-01-07,2026-01-14,4,0.6,0.03,1,,0.006,10,2,0.015,2025-12-01,2026-01-31
45-54,unknown,"Honor X8C, X7D y PLAY 10 - campaña de Interacción",not_delivering,ad,54,90,1.66666667,"7 días después del clic o 1 día después de la visualización","Interacciones con publicación",4,0.03,0.0075,2026-01-07,2026-01-14,4.44444444,0.33333333,0.015,2,,0.0075,4.44444444,4,0.0075,2025-12-01,2026-01-31
35-44,unknown,"iPhones carusel campaña de Interacción",not_delivering,ad,50,75,1.5,"7 días después del clic o 1 día después de la visualización","Interacciones con publicación",7,0.03,0.00428571,2025-12-27,2026-01-06,8,0.4,0.015,2,,0.00428571,9.33333333,6,0.005,2025-12-01,2026-01-31
45-54,unknown,"S25 FE - campaña de Interacción",not_delivering,ad,20,30,1.5,"7 días después del clic o 1 día después de la visualización","Interacciones con publicación",6,0.03,0.005,2025-12-06,2025-12-13,13.33333333,1,0.015,2,,0.005,20,4,0.0075,2025-12-01,2026-01-31
18-24,female,"Lista de Precios 30/01/2026 Normal",active,ad,16,24,1.5,"7 días después del clic o 1 día después de la visualización",,,0.03,,2026-01-31,2026-02-07,4.16666667,1.25,,,,0.03,,1,0.03,2025-12-01,2026-01-31
35-44,unknown,"Ecoflow River 2 Pro - campaña de Interacción",not_delivering,ad,26,37,1.42307692,"7 días después del clic o 1 día después de la visualización","Interacciones con publicación",5,0.03,0.006,2026-01-07,2026-01-14,8.10810811,0.81081081,0.015,2,,0.006,13.51351351,3,0.01,2025-12-01,2026-01-31
18-24,unknown,"Carrusel iPhones 31 dic - campaña de Interacción",not_delivering,ad,43,49,1.13953488,"7 días después del clic o 1 día después de la visualización","Interacciones con publicación",3,0.03,0.01,2026-01-02,2026-01-09,4.08163265,0.6122449,,,,0.01,6.12244898,2,0.015,2025-12-01,2026-01-31
35-44,unknown,"iPhone 17 Pro Max BLANCO - campaña de Interacción",not_delivering,ad,79,127,1.60759494,"7 días después del clic o 1 día después de la visualización","Interacciones con publicación",8,0.03,0.00375,2026-01-04,2026-01-11,2.36220472,0.23622047,,,,0.00375,6.2992126,3,0.01,2025-12-01,2026-01-31
18-24,female,"Hover patineta -  campaña de Interacción",not_delivering,ad,63,63,1,"7 días después del clic o 1 día después de la visualización","Interacciones con publicación",24,0.03,0.00125,2025-12-11,2025-12-18,1.58730159,0.47619048,,,,0.00125,38.0952381,1,0.03,2025-12-01,2026-01-31
25-34,unknown,"Samsung S25 Ultra - campaña de Interacción",not_delivering,ad,20,27,1.35,"7 días después del clic o 1 día después de la visualización","Interacciones con publicación",2,0.03,0.015,2025-12-11,2025-12-18,3.7037037,1.11111111,,,,0.015,7.40740741,1,0.03,2025-12-01,2026-01-31
35-44,unknown,"Galaxy A56 5G",active,ad,10,27,2.7,"7 días después del clic o 1 día después de la visualización",,,0.03,,2026-01-25,2026-02-01,7.40740741,1.11111111,0.015,2,,0.01,,2,0.015,2025-12-01,2026-01-31
35-44,unknown,"Samsung S25 Ultra - campaña de Interacción",not_delivering,ad,18,25,1.38888889,"7 días después del clic o 1 día después de la visualización","Interacciones con publicación",3,0.03,0.01,2025-12-11,2025-12-18,8,1.2,,,,0.01,12,2,0.015,2025-12-01,2026-01-31
45-54,unknown,"Carrusel Poco M8 5G",not_delivering,ad,15,23,1.53333333,"7 días después del clic o 1 día después de la visualización",,,0.03,,2026-01-19,2026-01-26,0,1.30434783,,,,0.006,,0,,2025-12-01,2026-01-31
25-34,unknown,"Nintendo Switch - campaña de Interacción",not_delivering,ad,27,48,1.77777778,"7 días después del clic o 1 día después de la visualización","Interacciones con publicación",2,0.03,0.015,2025-12-11,2025-12-18,2.08333333,0.625,,,,0.015,4.16666667,1,0.03,2025-12-01,2026-01-31
55-64,unknown,"Carrusel Baterias Telefonos",not_delivering,ad,5,11,2.2,"7 días después del clic o 1 día después de la visualización",,,0.03,,2026-01-15,2026-01-22,27.27272727,2.72727273,0.01,3,,0.005,,3,0.01,2025-12-01,2026-01-31
25-34,unknown,"Nuevos Xiaomi - campaña de Interacción",not_delivering,ad,55,84,1.52727273,"7 días después del clic o 1 día después de la visualización","Interacciones con publicación",1,0.03,0.03,2026-01-04,2026-01-11,0,0.35714286,,,,0.03,1.19047619,0,,2025-12-01,2026-01-31
45-54,unknown,"Nuevos Xiaomi - campaña de Interacción",not_delivering,ad,58,96,1.65517241,"7 días después del clic o 1 día después de la visualización","Interacciones con publicación",8,0.03,0.00375,2026-01-04,2026-01-11,5.20833333,0.3125,0.03,1,,0.00375,8.33333333,5,0.006,2025-12-01,2026-01-31
55-64,unknown,"Honor 400 Pro - campaña de Interacción",not_delivering,ad,17,24,1.41176471,"7 días después del clic o 1 día después de la visualización","Interacciones con publicación",4,0.03,0.0075,2025-12-11,2025-12-18,16.66666667,1.25,0.03,1,,0.0075,16.66666667,4,0.0075,2025-12-01,2026-01-31
25-34,female,"Lista de Precios 30/01/2026 Normal",active,ad,43,51,1.18604651,"7 días después del clic o 1 día después de la visualización",,,0.03,,2026-01-31,2026-02-07,9.80392157,0.58823529,0.015,2,,0.003,,5,0.006,2025-12-01,2026-01-31
25-34,unknown,"Honor 400 Pro - campaña de Interacción",not_delivering,ad,30,47,1.56666667,"7 días después del clic o 1 día después de la visualización","Interacciones con publicación",5,0.03,0.006,2025-12-11,2025-12-18,2.12765957,0.63829787,0.03,1,,0.006,10.63829787,1,0.03,2025-12-01,2026-01-31
18-24,unknown,"Honor 400 Pro - campaña de Interacción",not_delivering,ad,19,27,1.42105263,"7 días después del clic o 1 día después de la visualización","Interacciones con publicación",4,0.03,0.0075,2025-12-11,2025-12-18,14.81481481,1.11111111,0.03,1,,0.0075,14.81481481,4,0.0075,2025-12-01,2026-01-31
45-54,unknown,"Honor 400 Pro - campaña de Interacción",not_delivering,ad,25,40,1.6,"7 días después del clic o 1 día después de la visualización","Interacciones con publicación",3,0.03,0.01,2025-12-11,2025-12-18,5,0.75,0.03,1,,0.01,7.5,2,0.015,2025-12-01,2026-01-31
25-34,unknown,"Carrusel Redmi Note 15 Pro +5g",not_delivering,ad,14,45,3.21428571,"7 días después del clic o 1 día después de la visualización",,,0.03,,2026-01-19,2026-01-26,0,0.66666667,,,,0.00428571,,0,,2025-12-01,2026-01-31
18-24,unknown,"Engagement Ad",archived,ad,10,13,1.3,"7 días después del clic o 1 día después de la visualización",,,0.03,,2026-01-21,2026-01-31,7.69230769,2.30769231,0.03,1,,0.015,,1,0.03,2025-12-01,2026-01-31
18-24,female,"Lista de Precios 30/01/2026 Antagonica",active,ad,32,37,1.15625,"7 días después del clic o 1 día después de la visualización","Conversaciones con mensajes iniciadas",1,0.03,0.03,2026-01-31,2026-02-07,13.51351351,0.81081081,,,,0.015,2.7027027,5,0.006,2025-12-01,2026-01-31
55-64,unknown,"Engagement Ad",archived,ad,2,2,1,"7 días después del clic o 1 día después de la visualización",,,0.03,,2026-01-21,2026-01-31,50,15,0.03,1,,0.015,,1,0.03,2025-12-01,2026-01-31
65+,unknown,"PS5 Humberto - campaña de Interacción",not_delivering,ad,27,39,1.44444444,"7 días después del clic o 1 día después de la visualización",ThruPlay,3,0.03,0.01,2025-12-15,2025-12-24,0,0.76923077,,,,0.0012,7.69230769,0,,2025-12-01,2026-01-31
18-24,unknown,"Infinix HOT  Pro+ campaña de Interacción",not_delivering,ad,50,68,1.36,"7 días después del clic o 1 día después de la visualización","Interacciones con publicación",8,0.03,0.00375,2025-12-02,2025-12-09,5.88235294,0.44117647,0.01,3,,0.00375,11.76470588,4,0.0075,2025-12-01,2026-01-31
55-64,unknown,"Poco F8 Pro",not_delivering,ad,6,11,1.83333333,"7 días después del clic o 1 día después de la visualización","Conversaciones con mensajes iniciadas",1,0.03,0.03,2026-01-24,2026-01-31,18.18181818,2.72727273,0.015,2,,0.005,9.09090909,2,0.015,2025-12-01,2026-01-31
45-54,female,"Lista de Precios 30/01/2026 Normal",active,ad,11,14,1.27272727,"7 días después del clic o 1 día después de la visualización",,,0.03,,2026-01-31,2026-02-07,0,2.14285714,,,,,,0,,2025-12-01,2026-01-31
35-44,unknown,"Infinix HOT  Pro+ campaña de Interacción",not_delivering,ad,48,62,1.29166667,"7 días después del clic o 1 día después de la visualización","Interacciones con publicación",4,0.03,0.0075,2025-12-02,2025-12-09,8.06451613,0.48387097,0.03,1,,0.0075,6.4516129,5,0.006,2025-12-01,2026-01-31
55-64,unknown,"Top 5 telefonos mas pedidos en navidad campaña de Interacción",not_delivering,ad,30,62,2.06666667,"7 días después del clic o 1 día después de la visualización","Interacciones con publicación",4,0.03,0.0075,2025-12-06,2025-12-13,8.06451613,0.48387097,0.01,3,,0.0075,6.4516129,5,0.006,2025-12-01,2026-01-31
18-24,unknown,"Lista 15/01 Arizon.ai - Ad Advantage +",not_delivering,ad,42,73,1.73809524,"7 días después del clic o 1 día después de la visualización",,,0.03,,2026-01-15,2026-01-22,10.95890411,0.4109589,0.01,3,,0.00176471,,8,0.00375,2025-12-01,2026-01-31
35-44,unknown,"Carusel Galaxy A56 - campaña de Interacción",not_delivering,ad,59,88,1.49152542,"7 días después del clic o 1 día después de la visualización","Interacciones con publicación",4,0.03,0.0075,2025-12-26,2026-01-02,7.95454545,0.34090909,0.03,1,,0.0075,4.54545455,7,0.00428571,2025-12-01,2026-01-31
35-44,unknown,"POST DELIVERY GRATIS - campaña de Interacción",not_delivering,ad,49,93,1.89795918,"7 días después del clic o 1 día después de la visualización","Interacciones con publicación",4,0.03,0.0075,2025-12-26,2026-01-06,2.15053763,0.32258065,,,,0.0075,4.30107527,2,0.015,2025-12-01,2026-01-31
65+,female,"JBL Tour Pro 4",archived,ad,24,28,1.16666667,"7 días después del clic o 1 día después de la visualización",,,0.03,,2026-01-24,2026-01-31,0,1.07142857,,,,0.00272727,,0,,2025-12-01,2026-01-31
55-64,unknown,"Nubia Neo 3",active,ad,4,6,1.5,"7 días después del clic o 1 día después de la visualización",,,0.03,,2026-01-28,2026-02-04,0,5,,,,0.01,,0,,2025-12-01,2026-01-31
55-64,female,"Playstation 5",archived,ad,16,17,1.0625,"7 días después del clic o 1 día después de la visualización",,,0.03,,2026-01-24,2026-01-31,0,1.76470588,,,,0.005,,0,,2025-12-01,2026-01-31
35-44,unknown,"iPhone 14 Black Friday",not_delivering,ad,60,73,1.21666667,"7 días después del clic o 1 día después de la visualización","Interacciones con publicación",5,0.03,0.006,2025-11-25,"En curso",6.84931507,0.4109589,0.03,1,,0.006,6.84931507,5,0.006,2025-12-01,2026-01-31
45-54,unknown,"Lista 15/01 Arizon.ai - Ad Solo instagram",inactive,ad,14,24,1.71428571,"7 días después del clic o 1 día después de la visualización",,,0.03,,2026-01-15,2026-01-22,4.16666667,1.25,,,,0.0075,,1,0.03,2025-12-01,2026-01-31
55-64,unknown,"Xiaomi 15T Pro - campaña de Interacción",not_delivering,ad,19,21,1.10526316,"7 días después del clic o 1 día después de la visualización",,,0.03,,2025-11-20,"En curso",4.76190476,1.42857143,,,,,,1,0.03,2025-12-01,2026-01-31
25-34,unknown,"Cafetera  cashea - campaña de Interacción con la publicación",not_delivering,ad,25,28,1.12,"7 días después del clic o 1 día después de la visualización",,,0.03,,2025-10-16,"En curso",0,1.07142857,,,,,,0,,2025-12-01,2026-01-31
45-54,unknown,"IPHONE NARANJA- campaña de Interacción",not_delivering,ad,32,36,1.125,"7 días después del clic o 1 día después de la visualización",,,0.03,,2025-11-22,"En curso",0,0.83333333,,,,,,0,,2025-12-01,2026-01-31
55-64,unknown,"Nuevos Xiaomi campaña de Interacción",not_delivering,ad,23,36,1.56521739,"7 días después del clic o 1 día después de la visualización",,,0.03,,2025-12-27,2026-01-06,0,0.83333333,,,,,,0,,2025-12-01,2026-01-31
35-44,unknown,"Video Humberto LOGIC G1L - campaña de Interacción",not_delivering,ad,173,202,1.16763006,"7 días después del clic o 1 día después de la visualización","Interacciones con publicación",131,0.03,0.00022901,2025-12-26,2026-01-02,3.96039604,0.14851485,,,,0.00022901,64.85148515,8,0.00375,2025-12-01,2026-01-31
55-64,unknown,"Huawei GT5 Pro",active,ad,11,16,1.45454545,"7 días después del clic o 1 día después de la visualización",,,0.03,,2026-01-28,2026-02-04,0,1.875,,,,0.00375,,0,,2025-12-01,2026-01-31
45-54,unknown,"POST salcar de Interacción - Copia 2",not_delivering,ad,111,219,1.97297297,"7 días después del clic o 1 día después de la visualización",ThruPlay,166,0.03,0.00018072,2025-12-18,2026-02-06,0,0.1369863,,,,0.00015385,75.79908676,0,,2025-12-01,2026-01-31
25-34,unknown,"Lista 15/01 Arizon.ai - Ad Solo instagram",inactive,ad,50,70,1.4,"7 días después del clic o 1 día después de la visualización",,,0.03,,2026-01-15,2026-01-22,4.28571429,0.42857143,,,,0.00428571,,3,0.01,2025-12-01,2026-01-31
55-64,unknown,"Carrusel Promocion Samsung",not_delivering,ad,9,12,1.33333333,"7 días después del clic o 1 día después de la visualización","Conversaciones con mensajes iniciadas",1,0.03,0.03,2026-01-15,2026-01-22,8.33333333,2.5,0.03,1,,0.0075,8.33333333,1,0.03,2025-12-01,2026-01-31
25-34,unknown,"Skullcandy Kilo",not_delivering,ad,13,15,1.15384615,"7 días después del clic o 1 día después de la visualización",,,0.03,,2026-01-24,2026-01-31,0,2,,,,0.0075,,0,,2025-12-01,2026-01-31
35-44,unknown,"Huawei Watch GT6",active,ad,14,18,1.28571429,"7 días después del clic o 1 día después de la visualización",,,0.03,,2026-01-28,2026-02-04,0,1.66666667,,,,0.015,,0,,2025-12-01,2026-01-31
35-44,unknown,"Huawei GT5 Pro",active,ad,14,20,1.42857143,"7 días después del clic o 1 día después de la visualización",,,0.03,,2026-01-28,2026-02-04,5,1.5,,,,0.00428571,,1,0.03,2025-12-01,2026-01-31
35-44,unknown,"Promos samsung - campaña de Interacción",not_delivering,ad,23,31,1.34782609,"7 días después del clic o 1 día después de la visualización","Interacciones con publicación",4,0.03,0.0075,2026-01-13,2026-01-20,3.22580645,0.96774194,,,,0.0075,12.90322581,1,0.03,2025-12-01,2026-01-31
45-54,unknown,"Carrusel Baterias Telefonos",not_delivering,ad,13,14,1.07692308,"7 días después del clic o 1 día después de la visualización",,,0.02,,2026-01-15,2026-01-22,0,1.42857143,,,,0.02,,0,,2025-12-01,2026-01-31
45-54,female,"Lista de Precios 30/01/2026 Antagonica",active,ad,10,10,1,"7 días después del clic o 1 día después de la visualización",,,0.02,,2026-01-31,2026-02-07,20,2,0.02,1,,0.005,,2,0.01,2025-12-01,2026-01-31
18-24,unknown,"Promos samsung - campaña de Interacción",not_delivering,ad,53,69,1.30188679,"7 días después del clic o 1 día después de la visualización","Interacciones con publicación",2,0.02,0.01,2026-01-13,2026-01-20,0,0.28985507,,,,0.01,2.89855072,0,,2025-12-01,2026-01-31
18-24,male,"Lista de Precios 30/01/2026 Antagonica",active,ad,41,46,1.12195122,"7 días después del clic o 1 día después de la visualización",,,0.02,,2026-01-31,2026-02-07,0,0.43478261,,,,0.00666667,,0,,2025-12-01,2026-01-31
55-64,unknown,"Carrusel de nintendo - campaña de Interacción",not_delivering,ad,6,6,1,"7 días después del clic o 1 día después de la visualización","Interacciones con publicación",1,0.02,0.02,2025-12-15,2025-12-24,16.66666667,3.33333333,,,,0.02,16.66666667,1,0.02,2025-12-01,2026-01-31
25-34,unknown,"PS5 Humberto - campaña de Interacción",not_delivering,ad,105,174,1.65714286,"7 días después del clic o 1 día después de la visualización",ThruPlay,21,0.02,0.00095238,2025-12-15,2025-12-24,1.14942529,0.11494253,,,,0.00024691,12.06896552,2,0.01,2025-12-01,2026-01-31
25-34,unknown,"Nuevos Xiaomi campaña de Interacción",not_delivering,ad,46,78,1.69565217,"7 días después del clic o 1 día después de la visualización","Interacciones con publicación",3,0.02,0.00666667,2025-12-27,2026-01-06,1.28205128,0.25641026,,,,0.00666667,3.84615385,1,0.02,2025-12-01,2026-01-31
45-54,unknown,"Nuevos Xiaomi campaña de Interacción",not_delivering,ad,44,67,1.52272727,"7 días después del clic o 1 día después de la visualización","Interacciones con publicación",4,0.02,0.005,2025-12-27,2026-01-06,4.47761194,0.29850746,0.02,1,,0.005,5.97014925,3,0.00666667,2025-12-01,2026-01-31
65+,male,"Nevera TCL",archived,ad,12,15,1.25,"7 días después del clic o 1 día después de la visualización",,,0.02,,2026-01-24,2026-01-31,0,1.33333333,,,,0.005,,0,,2025-12-01,2026-01-31
55-64,unknown,"iPhone 14 Black Friday",not_delivering,ad,12,19,1.58333333,"7 días después del clic o 1 día después de la visualización",,,0.02,,2025-11-25,"En curso",5.26315789,1.05263158,,,,,,1,0.02,2025-12-01,2026-01-31
65+,female,"Lista de Precios 30/01/2026 Normal",active,ad,3,4,1.33333333,"7 días después del clic o 1 día después de la visualización",,,0.02,,2026-01-31,2026-02-07,0,5,,,,,,0,,2025-12-01,2026-01-31
18-24,unknown,"Carrusel HOT 60I - campaña de Interacción",not_delivering,ad,57,73,1.28070175,"7 días después del clic o 1 día después de la visualización","Interacciones con publicación",4,0.02,0.005,2025-12-26,2026-01-02,5.47945205,0.2739726,,,,0.005,5.47945205,4,0.005,2025-12-01,2026-01-31
45-54,unknown,"Nubia Neo 3",active,ad,9,12,1.33333333,"7 días después del clic o 1 día después de la visualización",,,0.02,,2026-01-28,2026-02-04,0,1.66666667,,,,0.004,,0,,2025-12-01,2026-01-31
35-44,unknown,"Xiaomi 15T Pro - campaña de Interacción",not_delivering,ad,12,16,1.33333333,"7 días después del clic o 1 día después de la visualización","Interacciones con publicación",1,0.02,0.02,2025-11-20,"En curso",6.25,1.25,0.02,1,,0.02,6.25,1,0.02,2025-12-01,2026-01-31
65+,unknown,"Carrusel Baterias Telefonos",not_delivering,ad,2,12,6,"7 días después del clic o 1 día después de la visualización",,,0.02,,2026-01-15,2026-01-22,0,1.66666667,,,,0.02,,0,,2025-12-01,2026-01-31
65+,unknown,"Arizon.ai 05 Samsung Galaxy a25 post",not_delivering,ad,6,9,1.5,"7 días después del clic o 1 día después de la visualización",,,0.02,,2026-01-15,2026-01-22,0,2.22222222,,,,,,0,,2025-12-01,2026-01-31
35-44,unknown,"Cafetera  cashea - campaña de Interacción con la publicación",not_delivering,ad,22,24,1.09090909,"7 días después del clic o 1 día después de la visualización",,,0.02,,2025-10-16,"En curso",0,0.83333333,,,,,,0,,2025-12-01,2026-01-31
18-24,unknown,"Cafetera  cashea - campaña de Interacción con la publicación",not_delivering,ad,21,27,1.28571429,"7 días después del clic o 1 día después de la visualización",,,0.02,,2025-10-16,"En curso",0,0.74074074,,,,,,0,,2025-12-01,2026-01-31
45-54,unknown,"Samsung S25 Ultra - campaña de Interacción",not_delivering,ad,18,26,1.44444444,"7 días después del clic o 1 día después de la visualización","Interacciones con publicación",3,0.02,0.00666667,2025-12-11,2025-12-18,7.69230769,0.76923077,,,,0.00666667,11.53846154,2,0.01,2025-12-01,2026-01-31
25-34,unknown,"Starlink campaña de mensaje",not_delivering,ad,6,14,2.33333333,"7 días después del clic o 1 día después de la visualización",,,0.02,,2026-01-06,"En curso",0,1.42857143,,,,,,0,,2025-12-01,2026-01-31
65+,unknown,"Video Humberto LOGIC G1L - campaña de Interacción",not_delivering,ad,56,69,1.23214286,"7 días después del clic o 1 día después de la visualización","Interacciones con publicación",57,0.02,0.00035088,2025-12-26,2026-01-02,5.79710145,0.28985507,,,,0.00035088,82.60869565,4,0.005,2025-12-01,2026-01-31
45-54,unknown,"Galaxy A56 5G",active,ad,6,14,2.33333333,"7 días después del clic o 1 día después de la visualización",,,0.02,,2026-01-25,2026-02-01,0,1.42857143,,,,,,0,,2025-12-01,2026-01-31
45-54,unknown,"Arizon.ai 05 Samsung Galaxy a25 post",not_delivering,ad,20,33,1.65,"7 días después del clic o 1 día después de la visualización",,,0.02,,2026-01-15,2026-01-22,3.03030303,0.60606061,,,,0.02,,1,0.02,2025-12-01,2026-01-31
35-44,unknown,"Arizon.ai 05 Samsung Galaxy a25 post",not_delivering,ad,26,30,1.15384615,"7 días después del clic o 1 día después de la visualización",,,0.02,,2026-01-15,2026-01-22,3.33333333,0.66666667,,,,0.02,,1,0.02,2025-12-01,2026-01-31
55-64,unknown,"Video Humberto LOGIC G1L - campaña de Interacción",not_delivering,ad,157,187,1.1910828,"7 días después del clic o 1 día después de la visualización","Interacciones con publicación",131,0.02,0.00015267,2025-12-26,2026-01-02,1.60427807,0.10695187,0.02,1,,0.00015267,70.05347594,3,0.00666667,2025-12-01,2026-01-31
35-44,unknown,"Nintendo Switch - campaña de Interacción",not_delivering,ad,28,66,2.35714286,"7 días después del clic o 1 día después de la visualización","Interacciones con publicación",3,0.02,0.00666667,2025-12-11,2025-12-18,3.03030303,0.3030303,0.02,1,,0.00666667,4.54545455,2,0.01,2025-12-01,2026-01-31
65+,unknown,"Skullcandy Kilo",not_delivering,ad,7,9,1.28571429,"7 días después del clic o 1 día después de la visualización",,,0.02,,2026-01-24,2026-01-31,0,2.22222222,,,,0.004,,0,,2025-12-01,2026-01-31
45-54,unknown,"Carrusel Honor 90 , M6LITE, PLAY9A - campaña de Interacción",not_delivering,ad,27,46,1.7037037,"7 días después del clic o 1 día después de la visualización","Interacciones con publicación",5,0.02,0.004,2025-12-11,2025-12-18,8.69565217,0.43478261,0.01,2,,0.004,10.86956522,4,0.005,2025-12-01,2026-01-31
65+,unknown,"REDMI PAD 2 - campaña de Interacción",not_delivering,ad,39,56,1.43589744,"7 días después del clic o 1 día después de la visualización","Interacciones con publicación",3,0.02,0.00666667,2025-12-26,2026-01-02,3.57142857,0.35714286,0.02,1,,0.00666667,5.35714286,2,0.01,2025-12-01,2026-01-31
55-64,unknown,"Carusel Galaxy A56 - campaña de Interacción",not_delivering,ad,32,43,1.34375,"7 días después del clic o 1 día después de la visualización","Interacciones con publicación",4,0.02,0.005,2025-12-26,2026-01-02,11.62790698,0.46511628,0.00666667,3,,0.005,9.30232558,5,0.004,2025-12-01,2026-01-31
35-44,unknown,"Nuevos Xiaomi - campaña de Interacción",not_delivering,ad,59,87,1.47457627,"7 días después del clic o 1 día después de la visualización","Interacciones con publicación",9,0.02,0.00222222,2026-01-04,2026-01-11,5.74712644,0.22988506,0.01,2,,0.00222222,10.34482759,5,0.004,2025-12-01,2026-01-31
18-24,unknown,"Patinetas - video Alan - campaña de Interacción",not_delivering,ad,47,49,1.04255319,"7 días después del clic o 1 día después de la visualización",ThruPlay,8,0.02,0.0025,2025-12-15,2025-12-24,2.04081633,0.40816327,,,,0.00071429,16.32653061,1,0.02,2025-12-01,2026-01-31
25-34,unknown,"REDMI PAD 2 - campaña de Interacción",not_delivering,ad,33,50,1.51515152,"7 días después del clic o 1 día después de la visualización","Interacciones con publicación",2,0.02,0.01,2025-12-26,2026-01-02,4,0.4,,,,0.01,4,2,0.01,2025-12-01,2026-01-31
18-24,unknown,"Nuevos Xiaomi - campaña de Interacción",not_delivering,ad,82,122,1.48780488,"7 días después del clic o 1 día después de la visualización","Interacciones con publicación",7,0.02,0.00285714,2026-01-04,2026-01-11,3.27868852,0.16393443,,,,0.00285714,5.73770492,4,0.005,2025-12-01,2026-01-31
35-44,unknown,"S25 FE - campaña de Interacción",not_delivering,ad,20,28,1.4,"7 días después del clic o 1 día después de la visualización","Interacciones con publicación",4,0.02,0.005,2025-12-06,2025-12-13,7.14285714,0.71428571,,,,0.005,14.28571429,2,0.01,2025-12-01,2026-01-31
65+,unknown,"Carusel Galaxy A56 - campaña de Interacción",not_delivering,ad,15,23,1.53333333,"7 días después del clic o 1 día después de la visualización",,,0.02,,2025-12-26,2026-01-02,4.34782609,0.86956522,,,,,,1,0.02,2025-12-01,2026-01-31
25-34,unknown,"Samsung A17, A56, S25 FE carrusel - campaña de Interacción",not_delivering,ad,98,146,1.48979592,"7 días después del clic o 1 día después de la visualización","Interacciones con publicación",12,0.02,0.00166667,2026-01-07,2026-01-14,5.47945205,0.1369863,0.004,5,,0.00166667,8.21917808,8,0.0025,2025-12-01,2026-01-31
35-44,unknown,"Redmi PAD 2 PRO -campaña de Interacción",not_delivering,ad,284,412,1.45070423,"7 días después del clic o 1 día después de la visualización",ThruPlay,42,0.02,0.00047619,2026-01-07,2026-01-14,2.91262136,0.04854369,0.00666667,3,,0.00012048,10.19417476,12,0.00166667,2025-12-01,2026-01-31
